醫事機構代碼,醫事機構名稱,電話,地址,地圖地址,緯度,經度,備註
5901160259,啟春藥局,02-28918244,台北市北投區崇仁路1段102號1樓,台北市北投區清江里27鄰崇仁路一段102號,25.125299,121.501702,
5901160277,建民藥局,02-28912339,台北市北投區光明路161號,台北市北投區長安里11鄰光明路161號,25.13538,121.502671,
5901160286,昌源藥局,02-28928695,台北市北投區中央北路4段485號,台北市北投區一德里16鄰中央北路四段485號,25.128426,121.469233,
5901160320,益元藥局,02-28912675,台北市北投區光明路106號,台北市北投區中央里4鄰光明路106號,25.133093,121.501317,
5901160400,世全藥局,02-28585378,台北市北投區知行路273號,台北市北投區關渡里18鄰知行路273號,25.121342,121.467233,"早0000-0100,午1300-1600,晚1600-2400"
5901160428,九福藥局,02-28953009,台北市北投區公館路236號,台北市北投區奇岩里16鄰公舘路236號,25.126125,121.508068,
5901160517,弘安藥局,02-28206390,台北市北投區懷德街33號1樓,台北市北投區裕民里16鄰懷德街33號,25.112188,121.519338,
5901160544,黎明藥局,02-28223795,台北市北投區尊賢街253－1號,台北市北投區立賢里3鄰尊賢街253之1號,25.118173,121.506563,早上930至1230 下午1600至2100
5901160562,名山藥局,02-28226101,台北市北投區東陽街475號1樓,台北市北投區振華里21鄰東陽街475號,25.112308,121.519911,
5901160704,明華藥局,02-28971056,台北市北投區清江路8號（實際使用：1樓）,台北市北投區清江里4鄰清江路8號,25.131565,121.501464,
5901160802,美康藥局,02-28281176,台北市北投區明德路90號1樓,台北市北投區榮華里18鄰明德路90號,25.109399,121.519607,
5901161890,良興藥局,02-28933360,台北市北投區中和街286號,台北市北投區開明里8鄰中和街286號,25.140466,121.50039,
5901161934,康揚藥局,02-28946520,台北市北投區中和街322號,台北市北投區開明里1鄰中和街322號,25.14108,121.499763,
5901161961,聯合藥局,02-28270306,台北市北投區石牌路1段23號,台北市北投區吉慶里6鄰石牌路一段23號,25.11293,121.509913,
5901161998,玉山藥局,02-28956236,台北市北投區光明路145號,台北市北投區長安里15鄰光明路146之2號,25.134536,121.5025,
5901162002,實踐藥局,02-28276616,台北市北投區實踐街13號,台北市北投區立賢里14鄰實踐街13號,25.114873,121.507721,執業時段請電洽藥局
5901162066,嘉禾大藥局,02-28984758,台北市北投區中和街264號,台北市北投區開明里7鄰中和街264號,25.14014,121.500717,
5901162119,祐鄰藥局,02-28281232,台北市北投區尊賢街250號,台北市北投區尊賢里3鄰尊賢街250號,25.11707,121.507286,
5901162173,小明藥局,02-28928950,台北市北投區中央南路1段69號2樓,台北市北投區清江里4鄰中央南路一段69號,25.131447,121.501368,執業時段請電洽藥局
5901162182,祐民藥局,02-28975339,台北市北投區中央南路1段209號1樓,台北市北投區中央里19鄰中央南路一段208號,25.12837,121.501071,
5901162306,上頤藥局,02-28981230,台北市北投區中和街327號1樓,台北市北投區中庸里3鄰中和街327號,25.14097,121.499671,
5901162459,國泰藥師藥局,02-28223995,台北市北投區自強街139－1號,台北市北投區榮光里1鄰自強街139之1號,25.111205,121.516064,
5901162477,長宜藥局,02-28216605,台北市北投區自強街112號,台北市北投區石牌里8鄰自強街112號,25.110746,121.515459,
5901162520,妮妮藥局,02-28948067,台北市北投區中央南路1段187號,台北市北投區清江里14鄰中央南路一段187號,25.128842,121.501371,
5901162780,康賢藥局,02-28219295,台北市北投區西安街1段359號,台北市北投區榮光里21鄰西安街一段359號,25.114229,121.515354,
5901162806,大家藥局,02-28959000,台北市北投區光明路182號,台北市北投區長安里15鄰光明路182號,25.135663,121.503295,
5901162815,天康大藥局,02-28930168,台北市北投區中央南路1段57號,台北市北投區中央里3鄰中央南路一段57號,25.13192,121.501427,
5901162833,維康藥局,02-28206343,台北市北投區石牌路2段191．193號,台北市北投區永欣里12鄰石牌路二段368號,25.123592,121.525833,
5901162879,杏嘉藥局,02-28982340,台北市北投區清江路68號,台北市北投區清江里9鄰清江路68號,25.130443,121.501704,"早0900-1200,午1200-1700,晚1700-2200"
5901163027,躍獅光明藥局,02-28915993,台北市北投區光明路51、53號,台北市北投區林泉里12鄰光明路283號,25.136952,121.511042,
5901163107,小豬藥局,02-28217099,台北市北投區石牌路1段166巷83號,台北市北投區榮光里14鄰石牌路一段166巷83號,25.112622,121.514979,
5901163152,石牌健康人生藥局,02-28225169,台北市北投區石牌路2段187號,台北市北投區永明里4鄰石牌路二段187號,25.118676,121.518327,除夕下午3點休息至初三10點
5901163214,鴻恩藥局,02-28926410,台北市北投區中央南路1段129號,台北市北投區清江里10鄰中央南路一段129號,25.130151,121.501195,
5901163241,昱仁藥局,02-28979050,台北市北投區光明路102號2樓,台北市北投區中央里4鄰光明路102號,25.133095,121.501218,
5901163250,關渡松藥局,02-28584824,台北市北投區知行路247號,台北市北投區關渡里19鄰知行路247號,25.120736,121.467068,
5901163269,佳祈健保藥局,02-28232535,台北市北投區明德路144號,台北市北投區榮華里15鄰明德路144號,25.110468,121.520766,
5901163296,天禧大藥局,02-28213558,台北市北投區實踐街35號,台北市北投區尊賢里10鄰實踐街35號,25.115209,121.508706,
5901163312,秝安藥局,02-28215399,台北市北投區石牌路1段69號（實際使用：1樓）,台北市北投區吉慶里13鄰石牌路一段69號,25.113566,121.51108,
5901163330,萬信藥局,02-28583083,台北市北投區知行路305號（實際使用1樓）,台北市北投區關渡里2鄰知行路305號,25.122144,121.467192,
5901163376,北投春天藥局,02-28916668,台北市北投區中央南路1段76號,台北市北投區中央里9鄰中央南路一段76號,25.131345,121.501126,
5901163394,致遠春天藥局,02-28253258,臺北市北投區致遠一路1段132號1、2樓,台北市北投區石牌里8鄰致遠一路一段132號,25.110508,121.514881,
5901170040,惠群藥局,02-27679234,台北市信義區忠孝東路4段559巷38號,台北市信義區新仁里12鄰忠孝東路四段559巷38號,25.043086,121.563766,
5901170059,必欣藥局,02-27225060,台北市信義區松仁路264號,台北市信義區六合里3鄰松仁路264號,25.024253,121.569584,
5901170139,福華藥局,02-27208527,台北市信義區吳興街281巷3號1樓,台北市信義區三張里19鄰吳興街281巷3號,25.026559,121.564349,
5901170184,臺陽藥局,02-27283403,台北市信義區大道路61號,台北市信義區大道里14鄰大道路61號,25.041359,121.582336,
5901170255,松隆藥局,02-27684033,台北市信義區虎林街65號,台北市信義區四育里6鄰虎林街65號,25.046042,121.577073,
5901170264,杏康藥局,02-23457422,台北市信義區忠孝東路5段372巷27弄68－2號1Ｆ,台北市信義區廣居里20鄰忠孝東路五段372巷27弄68之2號,25.039756,121.575298,
5901170282,光成藥局,02-27587069,台北市信義區光復南路457號－3,台北市信義區西村里24鄰光復南路457號,25.034485,121.55774,
5901170335,慧生藥局,02-27647138,台北市信義區松山路310號,台北市信義區長春里1鄰松山路310號,25.042561,121.577657,
5901170399,文豐藥局,02-27272709,台北市信義區松山路543號－1,台北市信義區松光里20鄰松山路543號,25.03765,121.578271,
5901170406,鼎泰藥局,02-27620617,台北市信義區基隆路1段155號1樓,台北市信義區興雅里6鄰基隆路一段155號,25.042216,121.565336,周一至周五 9：30-21：30
5901170433,松山大藥局,02-27620624,台北市信義區永吉路436號,台北市信義區永春里21鄰永吉路436號,25.045264,121.578132,
5901170442,大順安藥局,02-27360639,台北市信義區吳興街84號,台北市信義區景聯里21鄰吳興街84號,25.030562,121.560631,
5901170648,立信藥局,02-27687754,台北市信義區松山路403號,台北市信義區永春里13鄰松山路403號,25.041443,121.577991,
5901170906,吳興藥局,02-27208328,台北市信義區吳興街279號1樓,台北市信義區三張里19鄰吳興街279號,25.026581,121.564193,
5901170915,杏仁藥局,02-27262541,台北市信義區大道路135號,台北市信義區中坡里11鄰大道路135號,25.039009,121.583446,
5901172071,百康藥局,02-27364377,台北市信義區基隆路2段131之20號,台北市信義區嘉興里4鄰基隆路二段131之20號,25.02751,121.556349,
5901172160,佑華藥局,02-27595719,台北市信義區忠孝東路5段508－4號1樓,台北市信義區松光里1鄰忠孝東路五段508之4號,25.040755,121.578718,
5901172179,新和平藥局,02-23460951,台北市信義區虎林街198號1樓,台北市信義區國業里3鄰虎林街198號,25.038441,121.576883,108年2月28日周四3月1日3月2日.有上班.
5901172197,得揚藥局,02-87884667,台北市信義區忠孝東路5段452號1樓,台北市信義區廣居里7鄰忠孝東路五段452號,25.04069,121.576322,
5901172213,華泰藥局,02-27601992,台北市信義區虎林街82巷5號,台北市信義區四維里9鄰虎林街82巷5號,25.043348,121.576905,
5901172240,德康大藥局,02-27272502,台北市信義區松山路541巷21號,台北市信義區松光里22鄰松山路541巷21號,25.037942,121.578984,
5901172268,皇佳大藥局,02-27269868,台北市信義區松山路541巷19號,台北市信義區松光里22鄰松山路541巷19號,25.037927,121.578889,
5901172508,好康藥局,02-27232979,台北市信義區莊敬路414號,台北市信義區三張里20鄰莊敬路414號,25.027157,121.566199,
5901172544,麗中藥局,02-27594416,台北市信義區福德街217號,台北市信義區中坡里10鄰福德街217號,25.038409,121.58474,
5901172580,文興藥局,02-27590989,台北市信義區福德街245號,台北市信義區中行里12鄰福德街245號,25.038739,121.585857,
5901172651,康杏藥局,02-27591510,台北市信義區福德街306號1樓,台北市信義區中行里32鄰福德街306號,25.039306,121.58736,
5901172688,昆陽藥局,02-27274814,台北市信義區林口街230號,台北市信義區大道里1鄰林口街230號,25.04248,121.581313,
5901172697,綠杏大藥局,02-27582378,台北市信義區吳興街241號,台北市信義區三張里25鄰吳興街241號,25.02745,121.563493,
5901172704,鴻濟藥局,02-27645331,台北市信義區永吉路326巷2號1樓,台北市信義區五全里8鄰永吉路326巷2號,25.045069,121.575391,
5901172740,信桉藥局,02-87860005,台北市信義區莊敬路236號,台北市信義區景新里3鄰莊敬路236號,25.029598,121.562088,
5901172786,安佑藥局,02-27222236,台北市信義區吳興街247號1樓,台北市信義區三張里25鄰吳興街247號,25.027331,121.56359,
5901172820,安心藥局,02-27474992,台北市信義區永吉路30巷148弄4之1號,台北市信義區興雅里14鄰永吉路30巷148弄4之1號,25.042658,121.568544,
5901172839,九州藥局,02-87323331,台北市信義區和平東路3段239號,台北市信義區黎平里5鄰和平東路三段239號,25.022936,121.554315,
5901172857,永吉藥局,02-87874043,台北市信義區永吉路213號,台北市信義區五常里4鄰永吉路213號,25.045715,121.573872,
5901172924,松仁藥局,02-27238626,台北市信義區松仁路233號,台北市信義區三犁里1鄰松仁路233號,25.026174,121.568769,9月24日早晚診
5901172933,喜樂藥局,02-27275797,台北市信義區松德路125號,台北市信義區國業里2鄰松德路125號,25.037516,121.575287,
5901172964,榮泰藥局,02-77296777,台北市信義區光復南路419巷19號,台北市信義區正和里14鄰光復南路419巷19號,25.036586,121.558151,
5901173041,皇昇大藥局,02-27663488,台北市信義區松山路210號1樓,台北市信義區四維里8鄰松山路210號,25.045088,121.577633,
5901173050,貴臨藥局,02-27493768,台北市信義區永吉路326巷19號,台北市信義區四維里11鄰永吉路326巷19號,25.044574,121.575546,
5901173176,三立藥局,02-27271401,台北市信義區忠孝東路5段492巷34號,台北市信義區松光里2鄰忠孝東路五段492巷34號,25.03965,121.578304,
5901173201,大鳥藥局,02-23455025,台北市信義區莊敬路354號,台北市信義區三張里27鄰莊敬路354號,25.027717,121.564342,
5901173210,濟生中西藥局,02-27358452,台北市信義區崇德街41號,台北市信義區黎順里16鄰崇德街41號,25.024363,121.554199,
5901173238,正和藥局,02-23455186,台北市信義區吳興街225巷6號,台北市信義區三張里25鄰吳興街225巷6號,25.027818,121.563422,
5901173283,上禾藥師藥局,02-27592686,台北市信義區林口街27號,台北市信義區松光里9鄰林口街27號,25.037414,121.579164,
5901173292,荐荃藥師藥局,02-27492866,台北市信義區虎林街68之3號,台北市信義區四維里10鄰虎林街68之3號,25.044479,121.577035,
5901173372,新永春藥局,02-27667385,台北市信義區忠孝東路5段423巷1號,台北市信義區富臺里13鄰忠孝東路五段423巷1號,25.041263,121.575264,
5901173390,馨馨藥局,02-27491208,台北市信義區虎林街82巷19號,台北市信義區四維里16鄰虎林街82巷19號,25.043364,121.576377,
5901173407,康怡健保藥局,02-27206193,台北市信義區吳興街467巷2弄12號,台北市信義區惠安里19鄰吳興街467巷2弄12號,25.023808,121.569529,
5901173498,御安藥局,02-27323997,台北市信義區和平東路3段359號,台北市信義區黎忠里4鄰和平東路三段359號,25.020377,121.557037,
5901173587,新興健保藥局,02-27494892,台北市信義區永吉路30巷113號,台北市信義區敦厚里19鄰永吉路30巷113號,25.043242,121.568867,
5901173603,松德盛康藥局,02-87891622,台北市信義區松德路40號,台北市信義區安康里4鄰松德路40號,25.038958,121.57669,
5901173658,杏一永春藥局,02-27495938,台北市信義區松山路292巷17號,台北市信義區四維里9鄰松山路292巷17號,25.043337,121.577271,
5901173676,杏一光復藥局,02-87804626,台北市信義區光復南路449之1號,台北市信義區西村里26鄰光復南路449之1號,25.034881,121.557794,
5901173685,富熙仁康藥局,02-27587608,台北市信義區松仁路260號,台北市信義區六合里3鄰松仁路260號,25.024319,121.569545,
5901173694,洪暘藥局,02-27337099,台北市信義區富陽街86號,台北市信義區黎平里13鄰富陽街86號,25.021274,121.55643,
5901173701,壹間藥師藥局,02-27672833,台北市信義區虎林街120巷148號,台北市信義區長春里18鄰虎林街120巷148號,25.042133,121.574154,
5901173710,專品光復藥局,02-27586682,台北市信義區光復南路467之1號,台北市信義區中興里14鄰光復南路467之1號,25.033838,121.55767,
5901173729,康健信安藥局,02-87324166,台北市信義區信安街151號,台北市信義區黎平里10鄰信安街151號,25.022893,121.555409,
5901173738,尚頤中西藥局,02-27253818,台北市信義區虎林街145號,台北市信義區廣居里27鄰虎林街145號,25.039594,121.576721,
5901173747,躍獅興雅藥局,02-87808429,台北市信義區松德路128號,台北市信義區安康里7鄰松德路128號,25.037341,121.574482,
5901173756,信義盛康藥局,02-23460521,台北市信義區永吉路286號,台北市信義區五全里6鄰永吉路286號,25.045378,121.574421,國定假日仍執行調劑業務
5901173765,上好藥師藥局,02-27677088,台北市信義區永吉路30巷101弄48號,台北市信義區敦厚里18鄰永吉路30巷101弄48號,25.043431,121.570103,
5901173774,立赫北醫藥局,02-27320100,台北市信義區吳興街118巷26弄17號,台北市信義區景聯里9鄰吳興街118巷26弄17號,25.030065,121.559898,
5901173783,北一健康人生藥局,02-27583945,台北市信義區吳興街255號,台北市信義區三張里25鄰吳興街255號,25.027153,121.563734,
5901173792,柏愛藥局,02-27325472,台北市信義區基隆路2段131之9號,台北市信義區嘉興里4鄰基隆路二段131之9號,25.027881,121.556736,
5901173809,愛維喜藥局,02-27586989,台北市信義區莊敬路278號,台北市信義區景新里4鄰莊敬路278號,25.028823,121.562707,
5901173818,博亞藥局,02-27580506,台北市信義區莊敬路462號,台北市信義區三張里7鄰莊敬路462號,25.026719,121.567728,
5901173827,松美藥局,02-27651099,台北市信義區市民大道6段320號（實際營業地址：1樓）,台北市信義區永吉里1鄰市民大道六段320號,25.048771,121.579748,
5901180037,崇信藥局,02-23417557,台北市中正區齊東街88號,台北市中正區幸福里9鄰齊東街88號,25.041624,121.527151,
5901180055,日生大藥局,02-23031393,台北市中正區汀州路1段53號1樓,台北市中正區龍興里17鄰汀州路一段53號,25.030257,121.507648,
5901180108,三元藥局,02-23052839,台北市中正區三元街158號,台北市中正區龍興里7鄰三元街158號,25.028001,121.510872,
5901180126,民生藥局,02-23416470,台北市中正區濟南路2段45－1號1樓,台北市中正區幸市里6鄰濟南路二段45之1號,25.040599,121.53054,
5901193025,華達藥局,02-23082785,台北市萬華區環河南路2段171號,台北市萬華區綠堤里7鄰環河南路二段171號,25.032955,121.492362,
5901193070,榮勝藥局,02-23331121,台北市萬華區萬大路233號,台北市萬華區新安里18鄰萬大路233號,25.026491,121.500595,
5901193105,安誠貴陽藥局,02-23812190,台北市萬華區貴陽街2段148號,台北市萬華區富民里4鄰貴陽街二段148號,25.040171,121.501571,
5901193123,千誠北護藥局,02-23123530,台北市萬華區內江街114號,台北市萬華區新起里4鄰內江街114號,25.041525,121.503407,
5901193132,松本藥局,02-23029559,台北市萬華區西昌街233號,台北市萬華區富民里17鄰西昌街233號,25.037227,121.500654,1/24-1/27 春節休假
5901193150,日森人文藥局,02-23082100,台北市萬華區和平西路3段149號,台北市萬華區青山里21鄰和平西路三段149號,25.035427,121.49877,
5901193169,柏祥藥局,02-23018272,台北市萬華區西藏路141號,台北市萬華區新安里1鄰西藏路141號,25.029443,121.501673,1/24-1/29 春節休假
5901193178,展源健康藥局,02-23035179,台北市萬華區國興路104號,台北市萬華區新和里29鄰國興路104號,25.027434,121.505405,
5901193187,富安藥局,02-23377878,台北市萬華區萬大路426號,台北市萬華區華中里3鄰萬大路426號,25.02096,121.498114,
5901193196,青年宏越藥局,02-23011037,台北市萬華區青年路44號,台北市萬華區新和里6鄰青年路44號,25.025504,121.504164,
5901193221,正盛藥局,02-23050386,台北市萬華區中華路2段434－1號,台北市萬華區新和里25鄰中華路二段434之1號,25.027077,121.5064,
5901193230,啟仁藥局,02-23362771,台北市萬華區環河南路2段177號,台北市萬華區綠堤里5鄰環河南路二段177號,25.032593,121.492039,
5901193249,光華藥局,02-23613609,台北市萬華區華西街19－5號,台北市萬華區青山里5鄰華西街19之5號,25.038917,121.498545,
5901200070,裕康藥局,02-22367756,台北市文山區木柵路1段12號,台北市文山區試院里29鄰木柵路一段12號,24.986678,121.546206,
5901200105,建興藥局,02-29399993,台北市文山區木柵路2段81號1樓,台北市文山區明興里11鄰木柵路二段81號,24.988889,121.56097,
5901200114,健群藥局,02-29328898,台北市文山區景興路41號,台北市文山區興福里2鄰景興路41號,24.997172,121.544838,
5901200123,瑞安藥局,02-29312888,台北市文山區溪口街69－1號1樓,台北市文山區景慶里20鄰溪口街69之1號,24.99512,121.539341,
5901200141,景美藥局,02-29335741,台北市文山區景文街125號,台北市文山區景行里9鄰景文街125號,24.990331,121.541192,
5901200187,全銨藥局,02-29370689,台北市文山區木新路3段349號1樓,台北市文山區樟新里10鄰木新路三段349號,24.980345,121.555821,
5901200490,永明大藥局,02-29314428,台北市文山區興隆路1段297號1樓,台北市文山區興豐里6鄰興隆路一段297號,24.998749,121.544901,
5901200534,日信專業藥局,02-86618322,台北市文山區木柵路2段139號1樓,台北市文山區明興里13鄰木柵路二段139號,24.98906,121.562527,
5901201540,逸仙藥師藥局,02-29312597,台北市文山區興隆路2段218－1號1樓,台北市文山區興業里3鄰興隆路二段218之1號,25.001482,121.552442,9:00-10:00
5901201568,康宜庭生活藥局,02-29385363,台北市文山區興隆路4段64號,台北市文山區樟林里22鄰興隆路四段64號,24.985142,121.561325,
5901201675,博揚藥局,02-89321707,台北市文山區景興路181號,台北市文山區景東里3鄰景興路181號,24.992802,121.544424,
5901201728,東京晟藥局,02-29356354,台北市文山區辛亥路4段97號,台北市文山區興昌里7鄰辛亥路四段97號,25.006838,121.558702,
5901201746,仙瑩藥局,02-89321817,台北市文山區景華街166號,台北市文山區興安里21鄰景華街166號,24.996933,121.547879,
5901201755,銘依藥局,02-29308538,台北市文山區興隆路2段301巷4－1號,台北市文山區興泰里4鄰興隆路二段301巷4之1號,25.001661,121.55343,一至五下午時段係4點開始執業
5901201826,舒博威藥局,02-29306805,台北市文山區興隆路2段95巷3號,台北市文山區興豐里16鄰興隆路二段95巷3號,24.999517,121.547004,
5901201835,巧康藥局,02-29372061,台北市文山區木新路3段262、264號,台北市文山區樟新里16鄰木新路三段417號,24.97989,121.554186,
5901201871,佳醫景美藥局,02-86636659,台北市文山區羅斯福路6段290號,台北市文山區景美里10鄰羅斯福路六段290號,24.991001,121.539844,
5901201951,慶豐好藥局,02-29384775,台北市文山區興隆路4段135號1樓,台北市文山區忠順里2鄰興隆路四段135號,24.985356,121.561565,1/24 - 1/31 春節休假
5901202047,華君藥局,02-29319510,台北市文山區興隆路2段60號,台北市文山區興安里1鄰興隆路二段60號,24.999554,121.547763,
5901202154,安誠藥局,02-29308542,台北市文山區景華街124－1號,台北市文山區景東里16鄰景華街124之1號,24.995611,121.546825,
5901202216,皇興藥師藥局,02-29365553,台北市文山區木柵路2段121號,台北市文山區明興里13鄰木柵路二段121號,24.989007,121.562067,
5901202396,宇康藥局,02-29307066,台北市文山區羅斯福路5段218巷7號,台北市文山區萬隆里7鄰羅斯福路五段218巷7號,25.002028,121.538294,
5901202583,康宜庭景文藥局,02-29302801,台北市文山區景文街97號,台北市文山區景行里9鄰景文街97號,24.99093,121.541346,營業時間8:30-22:00
5901202592,人人健保藥局,02-86610761,台北市文山區保儀路39號,台北市文山區木新里3鄰保儀路39號,24.987858,121.568694,
5901202627,杏隆藥局,02-29313151,台北市文山區羅斯福路5段261號,台北市文山區萬祥里4鄰羅斯福路五段261號,25.001151,121.539505,
5901202645,永源大藥局,02-22396166,台北市文山區興隆路3段302號,台北市文山區興得里26鄰興隆路三段302號,24.993124,121.558797,
5901202654,康宜庭萬隆藥局,02-29348662,台北市文山區羅斯福路5段202號,台北市文山區萬年里17鄰羅斯福路五段202號,25.003221,121.538448,
5901202672,美迦藥局,02-29362815,台北市文山區保儀路23號,台北市文山區木新里3鄰保儀路23號,24.988147,121.568711,
5901202681,振大藥局,02-29393385,台北市文山區永安街22巷16號,台北市文山區木新里12鄰永安街22巷16號,24.986829,121.569669,
5901202752,躍獅奕新藥局,02-22340378,台北市文山區木新路2段275號,台北市文山區樟腳里6鄰木新路二段275號,24.98292,121.566017,
5901202789,宜康藥局,02-86619862,台北市文山區保儀路7號,台北市文山區木新里1鄰保儀路7號,24.988719,121.56864,
5901202841,欣安景美藥局,02-29316008,台北市文山區景文街77號,台北市文山區景行里9鄰景文街77號,24.991259,121.541429,
5901202850,北一藥師藥局,02-22348686,台北市文山區木新路3段47號,台北市文山區樟腳里2鄰木新路三段47號,24.98236,121.564164,9：00~22：00
5901202949,萬隆大藥局,02-29334580,台北市文山區羅斯福路5段218巷15號,台北市文山區萬隆里4鄰羅斯福路五段218巷15號,25.002027,121.537959,9：00~23：00
5901202958,杏一萬安藥局,02-22302126,台北市文山區萬安街15號,台北市文山區萬芳里9鄰萬安街15號,25.00139,121.57064,
5901202976,健康家藥局,02-29330858,台北市文山區興隆路2段133號,台北市文山區興邦里1鄰興隆路二段133號,25.000113,121.548056,9：00~22：00
5901202994,躍獅永健藥局,02-77285780,台北市文山區木柵路1段177號,台北市文山區華興里11鄰木柵路一段177號,24.987767,121.550992,
5901203026,健康人生藥局,02-29347813,台北市文山區興隆路3段106號,台北市文山區興得里12鄰興隆路三段106號,24.999321,121.557261,營業時間:0900-2230
5901203044,木新健康人生藥局,02-86611465,台北市文山區木新路3段203號,台北市文山區樟腳里16鄰木新路三段203號,24.981397,121.559834,9：30~22：00
5901203062,大樹文山藥局,02-29342226,台北市文山區興隆路3段13號（1、2、3樓）,台北市文山區興光里4鄰興隆路三段13號,25.000878,121.554979,
5901203071,景華盛康藥局,02-29310188,台北市文山區景華街69號,台北市文山區興福里4鄰景華街69號,24.995243,121.545041,2/15~2/18 農曆春節 門市休假
5901203080,杏一木柵藥局,02-29371839,台北市文山區木柵路3段98號,台北市文山區木柵里29鄰木柵路三段98號,24.988605,121.567356,
5901203106,光明大藥局,02-29390275,台北市文山區忠順街1段66號,台北市文山區樟樹里7鄰忠順街一段66號,24.984259,121.560676,
5901203124,福興藥局,02-89313868,台北市文山區福興路56號,台北市文山區興旺里1鄰福興路56號,25.003451,121.550456,
5901203160,路加健康藥局,02-29302336,台北市文山區興隆路2段220巷39號,台北市文山區興業里8鄰興隆路二段220巷39號,25.000216,121.55218,
5901203179,健安藥局,02-29323757,台北市文山區景興路165號,台北市文山區景東里3鄰景興路165號,24.993464,121.544663,
5901203188,逸全生活藥局,02-29326185,台北市文山區羅斯福路5段222號,台北市文山區萬隆里7鄰羅斯福路五段222號,25.001973,121.538756,
5901203204,躍獅新芳藥局,02-29308172,台北市文山區興隆路3段90號,台北市文山區興得里12鄰興隆路三段90號,24.99958,121.556874,
5901203213,綠杏萬芳藥局,02-29349516,台北市文山區興隆路3段111號,台北市文山區興光里7鄰興隆路三段111號,25.000306,121.55833,每週日公休
5901203222,躍獅景新藥局,02-29356221,台北市文山區羅斯福路6段30號,台北市文山區萬隆里15鄰羅斯福路六段30號,24.999784,121.539645,
5901203240,大愛幸福藥局,02-29379977,台北市文山區木新路2段221號,台北市文山區樟腳里1鄰木新路二段221號,24.983443,121.567524,
5901203259,杏一萬芳藥局,02-82301606,台北市文山區興隆路3段118號、118號2樓,台北市文山區興得里19鄰興隆路三段118號,24.999093,121.557589,
5901203268,躍獅木柵藥局,02-86617752,台北市文山區指南路1段28號,台北市文山區木新里10鄰指南路一段28號,24.98756,121.569489,
5902011326,和生藥局,07-5315739,高雄市鹽埕區建國四路178－2號,高雄市鹽埕區中山里12鄰建國四路178之2號,22.627843,120.281711,
5902011335,利百加藥局,07-5511098,高雄市鹽埕區大公路96號,高雄市鹽埕區中山里7鄰大公路96號,22.627872,120.282559,
5902020012,永松藥局,07-5810657,高雄市鼓山區鼓山三路130－15號,高雄市鼓山區民族里11鄰鼓山三路130之15號,22.664536,120.280173,服務時間9:00-22:00
5902021153,世和藥局,07-5522566,高雄市鼓山區華豐里華夏路195號,高雄市鼓山區華豐里6鄰華夏路195號,22.669356,120.295891,
5902021233,崧柏藥局,07-5542027,高雄市鼓山區華榮路543號,高雄市鼓山區華豐里20鄰華榮路543號,22.669689,120.293653,
5902021242,快安藥局,07-5514090,高雄市鼓山區濱海一路32號,高雄市鼓山區麗興里13鄰濱海一路32號,22.620041,120.272245,
5902021331,文山藥局,07-5315681,高雄市鼓山區鼓山二路166之8之9號,高雄市鼓山區寶樹里13鄰鼓山二路166號之2,22.636999,120.28097,
5902021377,藍玉藥局,07-5837528,高雄市鼓山區鼓峰里九如四路2002號,高雄市鼓山區鼓峰里3鄰九如四路2002號,22.667741,120.28608,
5902022650,恆生藥局,07-5616156,高雄市鼓山區臨海二路13號,高雄市鼓山區麗興里6鄰臨海二路13號,22.621459,120.274349,
5902022669,惠民藥局,07-5833228,高雄市鼓山區九如四路1426號,高雄市鼓山區光榮里17鄰九如四路1426號,22.658698,120.279313,
5902022687,元氣藥局,07-5555995,高雄市鼓山區南屏路533號,高雄市鼓山區明誠里48鄰南屏路533號,22.664282,120.300311,
5902022721,永瑞藥局,07-5521376,高雄市鼓山區華榮路298號2樓,高雄市鼓山區華豐里32鄰華榮路298號,22.666279,120.297016,中秋節晚上6點休息
5902022749,安康藥局,07-5536828,高雄市鼓山區裕誠路1155號,高雄市鼓山區明誠里36鄰裕誠路1155號,22.665668,120.297268,
5902022794,定國藥局,07-5815858,高雄市鼓山區九如四路1135號,高雄市鼓山區建國里1鄰九如四路1135號,22.659357,120.279091,領藥時間為AM9:00-PM21:00
5902022801,裕康中西大藥局,07-5555352,高雄市鼓山區裕誠路1519號,高雄市鼓山區明誠里31鄰裕誠路1519號,22.664792,120.295117,AM9:00-12:00   PM6:00-9:00
5902022829,弘興藥局,07-5612677,高雄市鼓山區鼓山三路48－11號,高雄市鼓山區忠正里7鄰鼓山三路48之11號,22.654681,120.275708,
5902022874,康爾喜藥局,07-5222650,高雄市鼓山區慶豐街50號,高雄市鼓山區裕豐里7鄰慶豐街50號,22.666473,120.293466,營業時間為早上9:10至晚間10:00
5902022883,高美館藥局,07-5554899,高雄市鼓山區中華一路968號,高雄市鼓山區龍水里7鄰中華一路968號,22.655204,120.291869,
5902022892,大有藥局,07-5529402,高雄市鼓山區文信路236號,高雄市鼓山區明誠里50鄰文信路236號,22.664706,120.300438,
5902022972,高雄藥局,07-5610031,高雄市鼓山區九如四路924號,高雄市鼓山區民強里26鄰九如四路924號,22.654661,120.27929,領藥時間AM9:00-PM22:00
5902030063,紅心藥局,07-3416697,高雄市左營區崇德路255號,高雄市左營區新光里14鄰崇德路255號,22.675352,120.30412,晚上10:30後與星期日未營業
